0.11609977324263039,0.0697,30
0.301859410430839,0.1161,32
0.46439909297052157,0.1394,33
0.6733786848072563,0.1161,35
0.9287981859410431,0.1394,37
1.230657596371882,0.2322,28
2.507755102040816,0.0697,29
2.6006349206349206,0.1394,30
2.786394557823129,0.1161,32
2.972154195011338,0.1161,33
3.1346938775510202,0.1394,35
3.436553287981859,0.1394,37
4.365351473922902,0.5576,35
4.9458503401360545,0.2788,33
5.294149659863946,0.1626,33
5.61922902494331,0.1626,28
5.921088435374149,0.1858,28
6.246167800453515,0.2788,30
6.733786848072563,0.1161,42
7.500045351473923,0.04645,33
7.801904761904762,0.1161,33
8.126984126984127,0.04645,28
8.40562358276644,0.209,28
8.753922902494331,0.2554,30
9.357641723356009,0.5806,35
10.054240362811791,0.04645,40
10.147120181405896,0.1394,30
10.286439909297052,0.1394,32
10.425759637188209,0.04645,34
10.47219954648526,0.1161,33
10.634739229024943,0.1394,35
10.7740589569161,0.04645,34
10.936598639455783,0.1161,37
11.052698412698414,0.04645,36
11.284897959183674,0.2322,28
12.60843537414966,0.1394,30
12.794195011337868,0.1161,32
12.956734693877552,0.1161,33
13.165714285714285,0.0929,35
13.281814058956916,0.04645,34
13.467573696145125,0.0929,37
14.349931972789115,0.5806,35
15.023310657596372,0.1394,33
15.162630385487528,0.04645,34
15.32517006802721,0.1161,33
15.603809523809524,0.1858,28
15.905668934240364,0.1858,28
16.23074829931973,0.302,30
16.718367346938777,0.1161,42
17.507845804988662,0.1858,33
17.832925170068027,0.1394,33
17.972244897959182,0.04645,35
18.134784580498867,0.04645,28
18.436643990929706,0.1858,28
18.738503401360543,0.1626,30
18.92426303854875,0.0697,30
19.017142857142858,0.04645,30
19.388662131519276,0.5576,35
